id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,neighbourhood_normalized,zip_code
656605955477815592,2BR Minimalist Apt in Logan Sq near Train & Stores,459457994,Jean,,Avondale,41.93518,-87.71995,Entire home/apt,133.0,1,63,2024-05-21,2.67,9,116,26,R22000091715,avondale,95824
658020245147652462,"Chateau de Woodlawn 
Peaceful 3 bedroom apartment.",372044115,Tracye,,Woodlawn,41.7743,-87.61273,Entire home/apt,147.0,2,49,2024-06-02,2.29,4,268,32,R22000088671,woodlawn,97211
658890333443186875,"Cozy and Quiet, Remodeled Unit on 3 lots!",434152532,Kevin,,Englewood,41.78686,-87.62877,Entire home/apt,68.0,32,2,2022-09-02,0.08,2,172,0,,englewood,60621
658904039082440625,Modern Remodeled 2 bed 1 bath unit on 3 lots,434152532,Kevin,,Englewood,41.78681,-87.62855,Entire home/apt,68.0,32,3,2024-06-05,0.15,2,306,2,,englewood,60621
660372479053616181,Homey 1 Bed/1 Bath Private Room NEW | Rogers Park,178542777,Chris,,Rogers Park,42.02055,-87.67013,Private room,102.0,32,55,2024-02-12,2.82,1,144,31,R22000092044,rogers park,60626
661033818911536581,Lovely 2 Bedroom 2 bathroom Apartment with office,177075837,Donald,,Avondale,41.943,-87.71838,Entire home/apt,150.0,32,6,2023-06-11,0.27,1,364,0,R22000082886,avondale,95824
661055563086986519,"Hyde Park 2min to U of C, Hospital, 6 mi. to DT",403573904,Connie,,Hyde Park,41.79591,-87.58991,Entire home/apt,443.0,2,12,2024-06-16,0.52,2,353,4,R23000101962,hyde park,63107
662002660738084001,Gorgeous 4 Bedroom Duplex  In Chicago,241577283,Vairrun,,Woodlawn,41.78015,-87.60028,Entire home/apt,307.0,1,66,2024-06-10,2.95,2,165,29,R22000087111,woodlawn,97211
662945260229777032,Furnished 3 Bedroom 2 Bathroom home.,413782818,Cristian,,Dunning,41.93973931477377,-87.78529656054219,Entire home/apt,555.0,1,36,2024-06-16,2.13,1,365,18,R22000095152,dunning,60634
664647428689746567,3BR New and Upscale Apartment with Parking,459240409,Julien,,Lincoln Park,41.93217,-87.66896,Entire home/apt,366.0,1,109,2024-06-04,4.62,9,132,66,R22000093372,lincoln park,80204
665211485835689075,Calming 3-Bedroom Apartment with Patio,459457994,Jean,,Avondale,41.93447,-87.71804,Entire home/apt,226.0,1,66,2024-06-06,2.99,9,157,39,R23000109592,avondale,95824
666605038678704228,Comfy condo steps from the lake.,5223576,Laura,,Edgewater,41.9818873112458,-87.65505161136389,Entire home/apt,55.0,36,1,2024-05-15,0.79,1,231,1,,edgewater,78248
669577510168739004,The Safe House,469122810,Aubrey,,Lower West Side,41.85761,-87.68161,Entire home/apt,110.0,32,10,2024-04-27,0.48,1,315,3,,lower west side,60608
672378117100072720,Comfortable 3-bedroom Garden Unit in Chicago,101096846,Jade,,Avondale,41.94185,-87.71603,Entire home/apt,158.0,2,33,2024-06-18,1.45,1,254,16,R23000105290,avondale,95824
672520701792298609,Bienvenidos! Home Away from Home,469856291,Mayreth A,,Auburn Gresham,41.73255,-87.65927,Entire home/apt,148.0,2,67,2024-06-10,2.97,1,220,29,R22000086772,auburn gresham,60620
673288547514515284,Oasis in the Chi/2  Queen BRs in 3 bedroom home,17493679,Cass,,Auburn Gresham,41.75292,-87.65494,Entire home/apt,211.0,32,0,,,4,365,0,,auburn gresham,60620
673743968124300992,2BRs available near beach/nightlife w free parking,13810509,Kevin,,Rogers Park,42.00522,-87.66517,Private room,75.0,1,21,2024-06-02,1.91,1,198,21,R23000105465,rogers park,60626
673910208440725002,"Cheerful, Spacious 3 bed Home Near the Lake!!!",105338956,James,,Edgewater,41.9948517,-87.6611628,Entire home/apt,221.0,32,15,2024-02-25,1.11,1,178,13,R22000090076,edgewater,78248
674610280616274959,Mark Twain's Room,73114817,Leonid,,West Garfield Park,41.87148,-87.72806,Private room,64.0,2,17,2024-06-02,0.74,5,359,7,R20000059104,west garfield park,60624
674678605788644217,Casa Sanchez. Full home w/ rooftop + parking.,17458809,Kriselda,,Lower West Side,41.8593,-87.64847,Entire home/apt,800.0,2,9,2024-06-02,0.43,1,40,2,R24000115314,lower west side,60608
674784129156953603,Huge Lincoln Park Loft In Huge Shared Home,470462049,Robert,,Lincoln Park,41.9265729,-87.6513112,Private room,94.0,32,0,,,6,169,0,,lincoln park,80204
675268222496030365,Cozy Midcentury condo in Andersonville,22591305,Patrick,,Edgewater,41.98051,-87.66402,Entire home/apt,300.0,3,7,2024-06-17,0.32,1,17,3,R23000106224,edgewater,78248
675402080719928057,LAVISH LINCOLN PARK Home w/ Patio +attached garage,212313279,Nicole And Matt,,Lincoln Park,41.91236,-87.65158,Entire home/apt,392.0,2,97,2024-05-29,4.21,16,80,47,R22000076823,lincoln park,80204
678151695599668865,NEW! Lake & Skyline View on Kenwood Culdesac!,474685383,Derrick,,Oakland,41.82616,-87.60244,Entire home/apt,397.0,2,59,2024-06-12,2.75,3,137,31,R22000085636,oakland,60653
678998149626085566,1BR Deluxe Apartment near Shops & Cafés,356154157,Jessie,,Edgewater,41.97964,-87.67117,Entire home/apt,141.0,1,87,2024-05-26,3.84,8,139,43,R23000097201,edgewater,78248
679039326986747318,2BR Lively & Chic Apartment close to Shops,327709604,Kara And Alex,,Rogers Park,42.01174,-87.66663,Entire home/apt,125.0,1,45,2024-06-02,1.97,10,133,25,R22000091716,rogers park,60626
679047697612599146,Warm & Lovely 2BR Apt close to Dining & Shops,327709604,Kara And Alex,,Rogers Park,42.01175,-87.66612,Entire home/apt,146.0,1,34,2024-06-02,1.64,10,164,19,R22000090499,rogers park,60626
679762917597826939,Lincoln Park Private Bedroom in large Shared Home,470462049,Robert,,Lincoln Park,41.92556,-87.65245,Private room,80.0,32,0,,,6,365,0,,lincoln park,80204
680347115610843766,Special! 3 blks UChicago Medical Center,1385332,Patt,,Woodlawn,41.78208836729023,-87.60726398666796,Private room,41.0,32,0,,,20,365,0,,woodlawn,97211
680605898858906174,Pilsen Oasis near famous 18th street,327935979,Erick,,Lower West Side,41.8568053,-87.6542707,Entire home/apt,190.0,2,21,2024-06-10,0.96,3,67,6,R22000078895,lower west side,60608
684663898541540791,Cozy Apt~Location near UChicago & Lake Shore Drive,327131692,David,,Woodlawn,41.78403,-87.6137,Entire home/apt,192.0,2,73,2024-05-24,3.52,2,308,42,R22000087677,woodlawn,97211
686240222647510331,1BR Apartment in Rogers Park with King Bed,356154157,Jessie,,Rogers Park,42.00825,-87.66659,Entire home/apt,126.0,1,62,2024-05-05,2.93,8,144,31,R23000095977,rogers park,60626
686264001455319892,"Convenient 2BR Apt close to Shops, Dining, Loyola",356154157,Jessie,,Rogers Park,42.00824,-87.66838,Entire home/apt,119.0,1,37,2024-06-03,1.71,8,129,21,R23000098299,rogers park,60626
687897199203990887,"Trendy Stay Thats Close to Loop, UC & McCormick Pl",111062630,Kyriako,,Lower West Side,41.8582967,-87.64751509999999,Entire home/apt,193.0,2,81,2024-06-17,3.57,22,241,39,R22000085559,lower west side,60608
691839303832373241,"Canaryville & Chill, 10 min from Downtown & Beach",82313567,Denisha,,New City,41.81361,-87.64306,Entire home/apt,125.0,2,41,2024-03-31,1.88,2,348,17,R22000086792,new city,60609
692075993209327711,Charming Private Room #2 in Chrysler Chicago,468880306,Wanxiu,,Clearing,41.7753629,-87.7500599,Private room,32.0,32,8,2024-05-31,0.36,1,116,3,R12345678901,clearing,60638
693600211946568706,Lovely 2-bedroom apartment in Pilsen,329953971,Martha,,Lower West Side,41.85351,-87.6832,Entire home/apt,132.0,1,64,2024-06-16,3.16,1,297,40,R22000090800,lower west side,60608
697828213237048163,"All new 2BR in Pilsen, laundry incl",25561251,Chicago Home Stays,,Lower West Side,41.8474879,-87.68275299999999,Entire home/apt,83.0,32,3,2023-08-01,0.14,8,109,1,,lower west side,60608
698517827027747429,3BR Modern & Stylish Apt in Rogers Park,473517586,Jamie,,Rogers Park,42.00921,-87.66623,Entire home/apt,195.0,1,48,2024-06-04,2.17,9,167,36,R22000093170,rogers park,60626
699280220847287025,Cozy 2BR Haus with gazebo & fire pit,126543638,Alec,,Lower West Side,41.85341,-87.66955,Entire home/apt,202.0,2,59,2024-06-03,2.74,4,304,34,R23000102199,lower west side,60608
699415166089140691,Lovely 2BR Apartment with Equipped Kitchen,459628553,Marty,,Rogers Park,42.00635,-87.66612,Entire home/apt,148.0,1,46,2024-05-28,2.15,9,122,28,R23000097931,rogers park,60626
699815287588257186,Affordable and convenient place nearby Lake,66889487,Eduardo,,East Side,41.7186,-87.53744,Private room,73.0,1,2,2022-10-09,0.09,3,351,0,R22000076584,east side,60617
699925042081907270,Entire House Chicago 4 BR 4 BATH Private / Rooftop,375994338,Chris,,Lower West Side,41.85764,-87.64465,Entire home/apt,731.0,3,0,,,1,354,0,R23000100592,lower west side,60608
702165869400059143,DePaul Dormroom Housing,470462049,Robert,,Lincoln Park,41.92657,-87.65131,Shared room,43.0,32,2,2023-08-13,0.1,6,129,1,,lincoln park,80204
704200440544867165,Artists Andersonville Retreat,174404306,David,,Edgewater,41.97814,-87.67124,Entire home/apt,272.0,40,29,2023-08-07,1.36,1,89,4,R22000087383,edgewater,78248
704972177972466238,"Beautiful, comfortable English House",477392244,Anna,,Dunning,41.9404298,-87.7817712,Entire home/apt,215.0,3,6,2023-10-22,0.56,2,140,6,R22000090943,dunning,60634
705173426592177435,Charming 3BR Apt close to Stores & Dining,459457994,Jean,,Rogers Park,41.9995,-87.6669,Entire home/apt,260.0,1,43,2024-05-19,2.04,9,164,28,R22000095281,rogers park,60626
705238888350639672,*New* Classy University Of Chicago Hidden GEM,77414650,Red Door,,Woodlawn,41.77486,-87.60753,Entire home/apt,294.0,32,5,2023-05-29,0.24,18,364,0,R19000046222,woodlawn,97211
705257233553075028,4 Bedroom comfortable Home w/Gaming & Technology!,136825532,FreeStand Home Solutions,,Clearing,41.78072,-87.78093,Entire home/apt,499.0,32,0,,,10,180,0,R19000048100,clearing,60638
705815628392534448,Chicago Rental - Narragansett,476956265,Leslie,,Clearing,41.78115,-87.78082,Entire home/apt,499.0,32,0,,,4,179,0,R19000048100,clearing,60638
705825794135157409,Chicago Rental - W 64th St,476956265,Leslie,,Clearing,41.77503,-87.77156,Entire home/apt,250.0,32,1,2023-01-07,0.06,4,179,0,R19000038100,clearing,60638
705858558343241323,"7 beds (5 Bedroom) Home w/Garage, & GameRoom!",136825532,FreeStand Home Solutions,,Clearing,41.77603,-87.77378,Entire home/apt,250.0,32,0,,,10,180,0,R19000038100,clearing,60638
706554215553200354,DePaul Dormroom Housing Shared Room,470462049,Robert,,Lincoln Park,41.9265729,-87.6513112,Shared room,31.0,32,2,2023-10-07,0.19,6,131,2,,lincoln park,80204
707169667473381435,"Lincoln Park, Rooftop-Your Insta-Perfect Getaway!",266081133,Kelly,,Lincoln Park,41.93123,-87.64734,Entire home/apt,484.0,2,72,2024-06-13,3.81,1,201,47,R22000092198,lincoln park,80204
709620597296272459,Clean 1 Bedroom Condo,32200299,Nate,,Woodlawn,41.78253535566382,-87.61313449722721,Entire home/apt,90.0,2,4,2024-05-25,0.82,5,282,4,R17000015110,woodlawn,97211
711486142430161172,"Lovely top floor 2BR/2BA, steps from everything!",379830684,Julia,,Avondale,41.93902072335032,-87.72160082742192,Entire home/apt,127.0,1,63,2024-06-17,4.1,1,273,45,R24000113918,avondale,95824
711837191101458259,Lavish 3 bed 2.5 bath near lake & Downtown,215257852,Elise,,Woodlawn,41.78393101206529,-87.61238015872911,Entire home/apt,408.0,2,2,2024-05-25,0.24,1,178,2,R23000101654,woodlawn,97211
712443155748650153,Lovely 2 Bed. 3 Miles from DT w/ Free Parking,431261724,AW Luxe,,Lower West Side,41.85773,-87.66541,Entire home/apt,140.0,1,37,2024-05-18,1.72,9,336,9,R21000071936,lower west side,60608
713572268062604292,Cozy Home - Northwest side of Chicago,414890881,Sarah,,Dunning,41.94818129999999,-87.798254,Entire home/apt,150.0,3,28,2024-06-17,1.8,1,292,24,R23000097428,dunning,60634
714642874961353638,Spacious 3-Bedroom Accommodation in Avondale,478012407,Mason,,Avondale,41.93414,-87.71687,Entire home/apt,202.0,1,73,2024-05-29,3.56,9,190,56,R22000093258,avondale,95824
715052573659056691,Urban Chicago Escape ~ 1 Mi to Local Beaches!,121719854,Evolve,,Rogers Park,42.01566820724289,-87.66578357149089,Entire home/apt,127.0,2,17,2024-05-11,0.84,33,325,11,R22000083438,rogers park,60626
715399230926264330,Walker's Paradise 1BR Apartment in Lincoln Park,459616862,Shaun,,Lincoln Park,41.92766,-87.65221,Entire home/apt,158.0,1,74,2024-05-30,4.02,8,121,51,R23000109760,lincoln park,80204
715429213182671649,"BoHo House - A Chic, 1903 Chicago Workers Cottage",380519944,Adam,,Avondale,41.93745,-87.71629,Entire home/apt,393.0,2,89,2024-06-02,4.22,2,317,56,R22000088311,avondale,95824
716540562912475512,"Blueground | Lincoln Park, gym & roof, nr I-90",107434423,Blueground,,Lincoln Park,41.9194968,-87.6629995,Entire home/apt,216.0,32,2,2024-06-01,0.26,549,313,2,,lincoln park,80204
716712387417594193,Corporate Housing w/Workspace & Double Queen Beds,148451838,Goran,,Dunning,41.95167987906687,-87.79735201930627,Entire home/apt,160.0,32,0,,,1,313,0,,dunning,60634
716715389736721196,2-bedroom University of Chicago,462421565,Elliott,,Woodlawn,41.78321,-87.61045,Entire home/apt,214.0,32,3,2023-06-03,0.14,2,365,0,R22000085896,woodlawn,97211
717735802037241047,"Big,Beautiful HOUSE,Kid Friendly,Garage,Sleeps 11",3680567,Sarah,,Jefferson Park,41.97648,-87.76757,Entire home/apt,553.0,2,52,2024-06-16,2.58,2,157,25,R22000089995,jefferson park,90018
718715028757698900,Chicago Brownstone 7,139903100,Carl,,West Englewood,41.79241376989064,-87.67217220986258,Private room,79.0,2,13,2023-09-03,0.72,8,361,2,R21000069759,west englewood,60636
718870068190815628,Entire Apartment Unit in Roseland Neighborhood,479447879,Roseland,,Roseland,41.69206,-87.62032,Entire home/apt,130.0,2,23,2024-06-16,1.12,1,300,10,R22000087608,roseland,60628
718984408702112637,Magical Elf Apartment,211128274,Kristina,,Avondale,41.94024,-87.71737,Entire home/apt,71.0,32,6,2024-05-05,0.3,2,238,4,,avondale,95824
719584785791207318,2BR Apartment close to Local Cafes & Stores,478012407,Mason,,Edgewater,41.97748,-87.66273,Entire home/apt,133.0,1,83,2024-06-04,3.97,9,131,49,R22000093890,edgewater,78248
719652102267175094,Historic Hyde Park Coach House,5521999,Dina,,Hyde Park,41.79191,-87.5967,Entire home/apt,405.0,32,1,2024-02-29,0.26,1,258,1,,hyde park,63107
721544972642408247,"Blueground | Lincoln Park, gym & roof, nr I-90",107434423,Blueground,,Lincoln Park,41.9194968,-87.6629995,Entire home/apt,,32,0,,,549,0,0,,lincoln park,80204
721913745405730446,Best Pilsen Location*Monthly Stays*Parking*Laundry,18978285,Sam And Jesse,,Lower West Side,41.85541,-87.65004,Entire home/apt,200.0,32,5,2024-05-28,0.38,2,184,4,,lower west side,60608
726146691063905537,Cityscape - Heart of Lincoln Park/DePaul,481440162,Daniel,,Lincoln Park,41.92316919053128,-87.65392398827385,Entire home/apt,149.0,2,47,2024-06-16,2.61,1,198,21,R22000080531,lincoln park,80204
727780301866909100,Andersonville 2 bed with modern kitchen + bath,217689,Michael,,Edgewater,41.97862,-87.6663,Entire home/apt,214.0,2,68,2024-06-18,3.33,1,291,36,R24000117520,edgewater,78248
730336781431482164,Lincoln Park Shared Home w/ private/shared bedroom,470462049,Robert,,Lincoln Park,41.92581,-87.65021,Shared room,35.0,32,1,2023-08-12,0.1,6,129,1,,lincoln park,80204
731106751133261984,Private Bedrooms in Pilsen Chicago up to 4,150199112,Alondra,,Lower West Side,41.85295,-87.67883,Private room,102.0,1,21,2024-06-15,1.02,1,354,12,R24000115636,lower west side,60608
731425353851120932,The Holiday House by the Lake! 2br/2bth,26439913,Diane,,Rogers Park,42.00531507010429,-87.65878658741713,Entire home/apt,177.0,1,51,2024-06-10,2.58,2,272,27,R23000108744,rogers park,60626
731919700243917043,Renovated 2 Bed Condo Lincoln Park w/ Free Parking,482528680,John,,Lincoln Park,41.9217601,-87.6648439,Entire home/apt,222.0,4,87,2024-05-27,4.31,1,67,50,R22000086531,lincoln park,80204
732421621179595696,Pilsen 3F 1bed/1bath + Free Laundry +GreatLocation,100782278,Chicago Furnished,,Lower West Side,41.85725,-87.6614,Entire home/apt,114.0,32,3,2024-05-02,0.2,34,313,1,,lower west side,60608
732701752035637488,Avondale Apt. Walk to Blue Line Train,198527414,Angelica,,Avondale,41.93923,-87.71549,Entire home/apt,127.0,32,19,2023-11-29,1.05,6,189,9,R22000088409,avondale,95824
732739952276429247,Great Location-Lincoln Park/Wrigleyville +Parking!,482660364,Asa,,Lincoln Park,41.918411,-87.6439669,Entire home/apt,275.0,2,81,2024-05-31,3.94,5,76,52,R21000062409,lincoln park,80204
734738565778642790,Blue Abode off the Blue Line | Sunny & Quiet,8599447,Colin,,Avondale,41.93504398013249,-87.71050060980616,Entire home/apt,190.0,2,32,2024-06-18,2.25,1,122,25,R23000100209,avondale,95824
734851598384432592,VintageLoversEscape|Homey|Stylish1BR|CloseToBeach,96730613,Demitri,,Rogers Park,42.00954,-87.6664,Entire home/apt,105.0,2,50,2024-06-03,2.58,26,121,30,R22000091112,rogers park,60626
734871188071815020,Lovely|Cozy|Homey|2 Bed|1 Bath|,96730613,Demitri,,Rogers Park,42.01342,-87.66633,Entire home/apt,105.0,2,53,2024-06-07,2.72,26,129,25,R22000091027,rogers park,60626
736054780995720114,1. Large private room.,131628408,Pamela,,East Side,41.70631,-87.53875,Private room,33.0,15,11,2023-08-12,0.56,5,123,1,R22000090508,east side,60617
736269020394606618,1st Red Line Stop Guest House Apartment,120888686,Crystal,,Englewood,41.78964,-87.63319,Entire home/apt,91.0,2,34,2024-05-26,1.73,1,60,21,R24000115484,englewood,60621
736943052012282798,Lovely Apartment in Lincoln Park,40727702,Nicholas,,Lincoln Park,41.92986,-87.64647,Entire home/apt,208.0,1,2,2023-07-15,0.1,2,3,1,R20000055860,lincoln park,80204
737004540213972225,"Steps from the Lake, Lovely 3-Bedroom Condo",25866487,Kate,,Edgewater,41.9950896,-87.6626404,Entire home/apt,331.0,2,75,2024-06-16,3.93,1,280,48,R22000090672,edgewater,78248
737014095257706505,Incredible Bdrm In Unique Museum w/Animals,198643172,Nina,,Avondale,41.9333289,-87.714925,Private room,165.0,32,33,2024-02-06,1.63,1,339,16,R22000090261,avondale,95824
740394102673810428,Cozy Unit with private balcony,435612500,Leila,,Edgewater,41.991471,-87.67150149999999,Entire home/apt,177.0,1,4,2024-06-16,4.0,1,127,4,R23000110839,edgewater,78248
740538918411199284,Edgewater/Andersonville Modern Danish,12098939,LaGenia,,Edgewater,41.99346,-87.67258,Entire home/apt,126.0,3,30,2024-06-10,1.48,1,20,16,R22000080023,edgewater,78248
740776888820274217,Experience Andersonville!,445364302,Kennan,,Edgewater,41.97662,-87.67151,Entire home/apt,,32,30,2024-04-21,1.7,1,54,17,R22000093853,edgewater,78248
741122102516089950,"Cozy, Pilsen 3 Bedroom Modern Apartment",484234479,Freddy,,Lower West Side,41.85148,-87.67535,Entire home/apt,213.0,3,41,2024-06-09,2.68,2,324,33,R22000090932,lower west side,60608
741580514546954777,Small and Cozy 2BR Apartment Pilsen NoCleaning Fee,139408570,Gavino,,Lower West Side,41.85346,-87.67024,Entire home/apt,120.0,4,59,2024-06-13,3.4,1,127,38,R22000092972,lower west side,60608
743490629366967417,The Bad Manor,64007851,Julie,,Avondale,41.94602249601618,-87.70353822364517,Entire home/apt,186.0,2,19,2024-06-08,2.3,1,212,19,R24000114048,avondale,95824
743543051991311565,5 Bed/4.5 Bath of Luxury+King Beds+Garage+Rooftop!,171717935,Erin,,Jefferson Park,41.9780246,-87.7874679,Entire home/apt,531.0,3,56,2024-06-04,3.13,2,159,39,R22000091826,jefferson park,90018
744084115528123216,"Light and bright 3BD duplex in Avondale, Chicago",55724046,Sean,,Avondale,41.9333913,-87.68920840000001,Entire home/apt,255.0,2,36,2024-06-14,2.15,1,306,25,R22000093464,avondale,95824
744247432676798536,Sunshine 2bedroom suite free parking and coffee,53762710,Monica,,Jefferson Park,41.98181,-87.77898,Entire home/apt,137.0,11,13,2024-06-01,0.73,3,283,11,R22000094345,jefferson park,90018
744956512166164522,Exclusive and Spacious Pilsen Guest House,191522990,Nala & Owen,,Lower West Side,41.85938,-87.66399,Entire home/apt,119.0,1,123,2024-06-16,6.18,16,301,71,R22000090732,lower west side,60608
745686678190794598,Studio in East Pilsen,485084456,David,,Lower West Side,41.8586332,-87.6421402,Entire home/apt,157.0,2,15,2024-06-03,0.83,1,76,9,R24000113579,lower west side,60608
745893069877701966,2. Private Room,131628408,Pamela,,East Side,41.70719,-87.53667,Private room,21.0,15,8,2024-06-01,0.4,5,19,4,R22000090508,east side,60617
745901942830422419,4. Single Private bedroom,131628408,Pamela,,East Side,41.70638,-87.53857,Private room,21.0,15,5,2024-06-08,0.28,5,19,3,R22000090508,east side,60617
745902529441815922,Private Studio,131628408,Pamela,,East Side,41.70627,-87.53867,Private room,,28,6,2024-04-28,0.36,5,24,5,R22000090508,east side,60617
745908537810678486,3.Private Room,131628408,Pamela,,East Side,41.70618,-87.53655,Private room,21.0,15,8,2024-03-19,0.41,5,51,2,R22000090508,east side,60617
745984908602258238,2 BR/1 BA with Separate Entrance,105147142,Tuan,,Jefferson Park,41.97498,-87.77641,Entire home/apt,67.0,2,57,2024-06-14,3.22,5,283,33,R21000072221,jefferson park,90018
745985093626519900,Private Brand New Remodeled Basement Floor,105147142,Tuan,,Jefferson Park,41.974762,-87.7773133,Entire home/apt,,2,27,2024-03-17,1.39,5,0,16,R21000072221,jefferson park,90018
746312979986048309,Prime Location Old Town Chicago Townhome!,121719854,Evolve,,Lincoln Park,41.91472545707922,-87.63799589724248,Entire home/apt,,32,7,2023-05-08,0.37,33,0,0,R22000089659,lincoln park,80204
749405907882970935,Lakeside sunny bright 1 bed/1bath high-rise Luxury,199991,Temara,,Edgewater,41.97661,-87.65166,Entire home/apt,98.0,32,0,,,1,46,0,,edgewater,78248
749834471664302006,2 Bedroom + Office - Honeycomb Workspace,40439808,Rinee,,Avondale,41.9323521,-87.7230915,Entire home/apt,118.0,7,5,2023-10-13,0.31,1,208,4,R22000093862,avondale,95824
753554370582467298,"Lovely, spacious 1 BR apartment (northern Chicago)",1339570,Hannah,,Rogers Park,41.99944,-87.66194,Entire home/apt,145.0,1,18,2024-06-16,1.19,1,150,14,R22000095043,rogers park,60626
753660952439459129,Cheerful 2-bedroom townhouse with a patio.,38959265,Paris,,Avondale,41.9340035,-87.7185616,Entire home/apt,175.0,32,16,2023-11-26,1.31,1,358,16,R22000094603,avondale,95824
754352717808596712,Lovely Apartment on Quaint Block in Andersonville,2500540,Saf,,Edgewater,41.98153,-87.66191,Entire home/apt,207.0,2,53,2024-06-16,2.79,1,349,39,R23000105204,edgewater,78248
755715401948809529,Great Location! Modern APT near Univ. of Chicago,485565209,Rabeeha,,Hyde Park,41.801485,-87.598551,Entire home/apt,182.0,2,39,2024-05-18,2.2,13,63,23,R23000110467,hyde park,63107
755746084290452869,Edgewater Beach Home Steps to the Lake,486898314,Nicole And Ryan,,Edgewater,41.9799,-87.65779,Entire home/apt,900.0,3,37,2024-06-17,2.27,1,265,27,R22000084274,edgewater,78248
755870898747172601,"2 br, 2 bt, UChicago Coachman's Guesthouse",50441260,Dan,,Hyde Park,41.793938454005456,-87.59032825052043,Entire home/apt,258.0,2,38,2024-06-02,2.74,1,117,32,R23000107414,hyde park,63107
756569713594312837,"Luxury 2br, Avondale free Garage, No Cleaning Fee",103443157,Al,,Avondale,41.94085,-87.72147,Entire home/apt,139.0,3,37,2024-06-01,2.09,1,101,27,R22000091352,avondale,95824
757855631547862796,My Cozy Casa in Pilsen,172229895,Bel,,Lower West Side,41.85539,-87.65377,Entire home/apt,211.0,3,47,2024-06-12,3.09,3,275,37,R23000098010,lower west side,60608
757877261158666982,Private bath. Pilsen 1/2block pink train. UIC.Bike,1385332,Patt,,Lower West Side,41.857997,-87.670135,Private room,48.0,32,1,2024-04-29,0.56,20,315,1,,lower west side,60608
758081123003767867,"Lake, Beach, Live Theater, Redline, Downtown",31669178,Donna,,Rogers Park,42.0085682,-87.6704349,Entire home/apt,97.0,28,2,2024-06-01,0.12,7,293,1,R18000024333,rogers park,60626
758717518435561349,Avondale Triangle Apartment I Near Wrigley/Transit,83628553,Joseph,,Avondale,41.94051,-87.70798,Entire home/apt,138.0,2,52,2024-06-08,2.9,1,127,35,R22000092285,avondale,95824
759496911737730626,Lively 2BR Apartment Near the Beach and Park,480338513,Lane,,Rogers Park,42.01658,-87.66541,Entire home/apt,123.0,1,39,2024-05-31,2.02,9,148,22,R22000093890,rogers park,60626
759540854095218350,Low Clean Fee-2BR Modern APT Near UChicago & Beach,485565209,Rabeeha,,Hyde Park,41.80159917056052,-87.59866041534424,Entire home/apt,153.0,2,48,2024-06-05,2.48,13,61,31,R23000109787,hyde park,63107
760854585897769463,MasterRoom/PrivateBathroom.3 Blocks from BlueLine.,53292317,Mary,,Avondale,41.93416,-87.71059,Private room,60.0,32,4,2024-05-31,0.22,2,167,3,,avondale,95824
760871361855873536,Newly renovated 3 bedroom brick bungalow!,487848793,Donald,,Hegewisch,41.65515,-87.55108,Entire home/apt,108.0,1,2,2022-12-08,0.11,2,171,0,R22000091936,hegewisch,60633
760970616533000519,Cozy 1BR Apartment in Rogers Park,480338513,Lane,,Rogers Park,42.01253,-87.66381,Entire home/apt,105.0,1,29,2024-05-30,1.51,9,174,18,R23000109594,rogers park,60626
760985260337363062,Spacious 1BR Garden Apt & Parking,487875254,Mikael,,Hyde Park,41.7946456,-87.5930904,Entire home/apt,,2,65,2024-05-09,3.4,1,1,38,R22000092615,hyde park,63107
761071522423068825,Gorgeous 2-bedroom Condo in Chicago,132798480,Abbey,,Rogers Park,42.01011,-87.67391,Entire home/apt,98.0,3,5,2023-10-23,0.38,1,203,4,R22000093657,rogers park,60626
761559137835061640,Chicago Jefferson Park Penthouse near train stop!,487979314,Maganbhai,,Jefferson Park,41.97146,-87.76541,Entire home/apt,210.0,4,31,2024-06-06,1.93,1,111,23,R22000092402,jefferson park,90018
763187886068295971,Vibrant & Cozy 3 Story Lincoln Park Condo | DePaul,445202748,Christian,,Lincoln Park,41.92265,-87.65416,Entire home/apt,317.0,2,53,2024-05-24,2.93,1,232,35,R22000077368,lincoln park,80204
763829472178132757,Newly Renovated,208543311,Chris,,Pullman,41.70283,-87.60201,Entire home/apt,38.0,33,0,,,3,90,0,,pullman,60628
763887328758676705,Modern 1-Bedroom Apartment,487064427,Rolando,,Avondale,41.93396,-87.72085,Entire home/apt,92.0,1,40,2024-02-17,2.26,1,236,24,R22000093716,avondale,95824
765944169517081315,1212Airbnb,435162548,Shavaughn,,Woodlawn,41.77522829999999,-87.5954728,Private room,42.0,33,0,,,1,365,0,,woodlawn,97211
766064569105486142,Lush & Boho Ap in Pilsen Close to Loop/18th Strip,111062630,Kyriako,,Lower West Side,41.858384414672834,-87.66395285725594,Entire home/apt,133.0,2,70,2024-06-13,3.84,22,235,43,R22000090277,lower west side,60608
766407914695263401,UChicago 3 blocks. Awesome room.,1385332,Patt,,Woodlawn,41.78223,-87.60751,Private room,47.0,32,1,2023-11-06,0.13,20,293,1,,woodlawn,97211
766705080479926021,Arty & Warm Northside Apartment,13998498,Raya,,Edgewater,41.98336,-87.67013,Entire home/apt,69.0,32,7,2024-05-19,0.42,2,226,4,,edgewater,78248
